[0, 3018.1196178694977, 17802.15946132545, 10197.327164388447]
[1, 3018.1196178680198, 17807.672426661306, 10197.327182833285]
[2, 2896.332039427179, 17802.179404498445, 10197.311497836932]
[3, 2896.3320394286357, 17807.6524834883, 10197.311516283215]
[0, 3018.105036015229, 17802.16012022328, 10197.32303302237]
[1, 3018.1050360059958, 17807.671767763182, 10197.323130835064]
[2, 2896.346410546328, 17802.18005863115, 10197.307366475909]
[3, 2896.34641055543, 17807.651829355313, 10197.30746429018]
[0, 3018.090454243478, 17802.16077911797, 10197.320767087254]
[1, 3018.090454230254, 17807.671108868377, 10197.321005803095]
[2, 2896.360781633897, 17802.18071276186, 10197.305100554864]
[3, 2896.3607816469325, 17807.651175224484, 10197.305339272336]
[0, 3018.075872831704, 17802.161437996976, 10197.322358250987]
[1, 3018.0758728308565, 17807.67044998999, 10197.322762653665]
[2, 2896.375152416433, 17802.181366878132, 10197.306691740287]
[3, 2896.3751524172726, 17807.650521108826, 10197.307096144285]
[0, 3018.061291888235, 17802.1620968554, 10197.328443647977]
[1, 3018.0612919033874, 17807.669791132346, 10197.328964034115]
[2, 2896.389522787172, 17802.1820209751, 10197.312777162288]
[3, 2896.389522772245, 17807.64986701264, 10197.313297549148]
[0, 3018.046711468892, 17802.162755690726, 10197.339448939776]
[1, 3018.0467114901135, 17807.669132297353, 10197.339958502396]
[2, 2896.403892691094, 17802.182675050266, 10197.323782478548]
[3, 2896.4038926701874, 17807.649212937806, 10197.324292041036]
[0, 3018.032131713068, 17802.163414496656, 10197.356154644267]
[1, 3018.0321317161615, 17807.668473490667, 10197.356449071754]
[2, 2896.4182619908147, 17802.18332909739, 10197.340488207416]
[3, 2896.4182619877733, 17807.648558889945, 10197.340782633084]
[0, 3018.01755281963, 17802.164073264204, 10197.37954570183]
[1, 3018.0175527632214, 17807.667814720502, 10197.37933560086]
[2, 2896.432630490328, 17802.183983107516, 10197.363879290435]
[3, 2896.4326305459335, 17807.647904877205, 10197.363669184884]
