[0, 160.09866635580525, 25.348214275987186, 10197.327164388447]
[1, 160.14824564419743, 25.348214275976336, 10197.327182833285]
[2, 160.0988457090689, 24.44710705607254, 10197.311497836932]
[3, 160.14806629093368, 24.447107056083397, 10197.311516283215]
[0, 160.09867228141584, 25.348107173770316, 10197.32303302237]
[1, 160.14823971858425, 25.3481071737025, 10197.323130835064]
[2, 160.09885159182565, 24.447214162624782, 10197.307366475909]
[3, 160.1480604081744, 24.447214162692617, 10197.30746429018]
[0, 160.09867820699813, 25.348000071969846, 10197.320767087254]
[1, 160.1482337930009, 25.34800007187272, 10197.321005803095]
[2, 160.09885747456445, 24.447321268759616, 10197.305100554864]
[3, 160.14805452543453, 24.447321268856765, 10197.305339272336]
[0, 160.0986841324394, 25.3478929726237, 10197.322358250987]
[1, 160.14822786756523, 25.347892972617473, 10197.322762653665]
[2, 160.09886335717343, 24.44742837243903, 10197.306691740287]
[3, 160.1480486428311, 24.447428372445287, 10197.307096144285]
[0, 160.09869005769556, 25.34778587652755, 10197.328443647977]
[1, 160.14822194231607, 25.347785876638845, 10197.328964034115]
[2, 160.09886923960877, 24.447535472867347, 10197.312777162288]
[3, 160.14804276040275, 24.447535472756094, 10197.313297549148]
[0, 160.09869598274398, 25.347678784091432, 10197.339448939776]
[1, 160.1482160172706, 25.347678784247297, 10197.339958502396]
[2, 160.0988751218481, 24.447642569634514, 10197.323782478548]
[3, 160.14803687816644, 24.4476425694787, 10197.324292041036]
[0, 160.09870190752804, 25.347571696339184, 10197.356154644267]
[1, 160.14821009247976, 25.347571696361907, 10197.356449071754]
[2, 160.09888100383515, 24.447749661716653, 10197.340488207416]
[3, 160.14803099617274, 24.44774966169399, 10197.340782633084]
[0, 160.09870783196695, 25.34746461473152, 10197.37954570183]
[1, 160.14820416801732, 25.347464614317197, 10197.37933560086]
[2, 160.09888688548955, 24.44785674765299, 10197.363879290435]
[3, 160.14802511449486, 24.44785674806741, 10197.363669184884]
[0, 160.09871375598073, 25.347357540712334, 10197.410543752923]
[1, 160.1481982439546, 25.34735753940398, 10197.409443807224]
[2, 160.0988927667321, 24.447963825999597, 10197.394877368024]
[3, 160.14801923320374, 24.44796382730808, 10197.393777413685]
[0, 160.09871967950244, 25.347250475493354, 10197.449902733]
[1, 160.14819232034907, 25.34725047265828, 10197.447422670188]
[2, 160.09889864749627, 24.44807089554467, 10197.434236374611]
[3, 160.14801335235632, 24.448070898379928, 10197.431756297548]
[0, 160.09872560247612, 25.34714342008298, 10197.49823912604]
[1, 160.1481863972457, 25.34714341489516, 10197.493777509213]
[2, 160.0989045277266, 24.4481779552798, 10197.482572792935]
[3, 160.14800747199732, 24.448177960467888, 10197.478111154474]
[0, 160.09873152485267, 25.34703637537124, 10197.556083577143]
[1, 160.14818047468233, 25.34703636679629, 10197.548923547785]
[2, 160.0989104073742, 24.448285004314908, 10197.54041726705]
[3, 160.14800159216426, 24.448285012890256, 10197.533257206669]
[0, 160.09873744658756, 25.346929342162486, 10197.623900496605]
[1, 160.14817455269107, 25.34692932894417, 10197.61320655585]
[2, 160.09891628639494, 24.44839204184562, 10197.608234206305]
[3, 160.147995712889, 24.448392055064527, 10197.597540222912]
[0, 160.09874336764184, 25.34682232116098, 10197.702083675174]
[1, 160.14816863129803, 25.34682230180952, 10197.686899194508]
[2, 160.09892216475012, 24.44849906716765, 10197.686417400431]
[3, 160.14798983419755, 24.448499086519952, 10197.671232863086]
[0, 160.09874928798322, 25.346715312950096, 10197.790949923718]
[1, 160.148162710522, 25.34671528573303, 10197.770195460102]
[2, 160.0989280424077, 24.448606079697598, 10197.775283659144]
[3, 160.14798395610853, 24.44860610691584, 10197.754529122183]
[0, 160.09875520758646, 25.346608317985933, 10197.890740090686]
[1, 160.14815679037446, 25.346608280921554, 10197.863212610862]
[2, 160.09893391934256, 24.448713078979377, 10197.87507382966]
[3, 160.14797807863337, 24.44871311604532, 10197.847546257028]
[0, 160.0987611264331, 25.346501336602373, 10198.001625182862]
[1, 160.14815087085984, 25.346501287455666, 10197.96599818257]
[2, 160.09893979553644, 24.448820064679087, 10197.98595891752]
[3, 160.1479722017764, 24.448820113827832, 10197.950331801998]
[0, 160.09876704451105, 25.346394369018853, 10198.123713115208]
[1, 160.1481449519762, 25.34639430529961, 10198.078537529767]
[2, 160.0989456709772, 24.448927036577263, 10198.108046836454]
[3, 160.14796632553575, 24.44892710029913, 10198.062871110278]
[0, 160.0987729618141, 25.346287415346563, 10198.257054278427]
[1, 160.14813903371558, 25.34628733430952, 10198.200760065867]
[2, 160.09895154565888, 24.449033994562736, 10198.241387975972]
[3, 160.14796044990342, 24.449034075603112, 10198.185093593966]
[0, 160.09877887834182, 25.346180475593652, 10198.401646327557]
[1, 160.14813311606437, 25.34618037424047, 10198.332544629131]
[2, 160.09895741958093, 24.44914093862736, 10198.385979989944]
[3, 160.14795457486605, 24.449141039984685, 10198.31687809006]
[0, 160.09878479409915, 25.346073549670994, 10198.557438945827]
[1, 160.1481271990039, 25.346073424753946, 10198.473724751497]
